1571829281,3,15,1,"C2,CQ,CJ,CA;DQ,DJ,DA,D8;H6,D10,DK,D5;H4,D7,D9,D4;CK,D6,D3,D2;C9,C6,C10,C4;S10,S7,S9,SJ;S8,S3,S6,SQ;S2,SK,S5,SA;C8,HA,HJ,HQ;C7,HK,H10,H8;C5,H9,H3,H7;C3,H2,S4,H5"
1571829281,3,0,1,"CA,C2,CK,C8;DA,D10,DQ,D9;DK,D5,DJ,D6;D8,HA,HJ,HK;D7,H7,H9,HQ;D4,H6,H4,H8;D3,SA,H2,H5;D2,CJ,SK,H3;CQ,C9,C10,C4;S7,S9,S10,SJ;SQ,C7,C6,C3;H10,C5,S5,S6;S4,S8,S3,S2"
1571829281,3,16,1,"C10,C3,C2,C9;D9,DA,DJ,DK;D5,D10,SQ,DQ;D4,D8,HJ,D7;SA,SK,SJ,S10;D2,HA,CA,D6;H7,HK,CK,D3;C8,H10,CQ,C4;H5,H9,CJ,HQ;S9,H8,C7,H4;S8,H6,C6,H2;S4,H3,C5,S7;S2,S3,S6,S5"
1571829281,3,20,1,"C2,CA,CQ,D9;DA,DK,D10,D8;DQ,DJ,D5,D7;D2,HA,H10,D6;SQ,HQ,H7,D4;HJ,H9,H3,D3;S4,SA,S10,SJ;C8,CK,CJ,HK;C3,C10,C9,H8;H6,C7,C5,H4;H5,C6,C4,S9;S3,SK,S7,S8;S2,H2,S6,S5"
1571829281,3,0,1,"C2,CA,CK,CQ;DA,DJ,DQ,DK;D10,D5,D7,D9;D8,D3,D6,D4;C5,CJ,C10,C8;HJ,D2,SQ,H10;H6,C9,C6,C3;H5,C7,HA,H9;H4,C4,HK,H3;SA,S9,S10,SK;SJ,S3,S8,S7;S6,HQ,S2,S4;S5,H7,H8,H2"
1571829281,3,2,1,"CK,C2,CA,C3;DQ,DA,D8,DK;D2,DJ,D5,D9;HK,D10,H4,D7;H10,D4,H2,D6;SJ,S3,S4,S9;C8,C9,CQ,SQ;C7,HQ,CJ,HA;H6,HJ,C10,H8;H3,H9,C6,H7;SK,H5,C5,S7;S10,SA,C4,S6;S8,D3,S2,S5"
1571829281,3,0,1,"C9,CA,C2,C10;D10,DA,DK,DQ;D3,D8,DJ,D9;D2,D4,D7,D6;C8,CK,C7,C6;SQ,CQ,HJ,HK;HA,CJ,H8,H9;H7,C5,H6,H2;H4,C4,H5,S10;SJ,C3,H3,S6;S9,S5,SA,S3;S7,HQ,SK,S2;S4,H10,S8,D5"
1571829281,3,3,1,"C2,CK,CA,CJ;C6,C10,CQ,C8;HK,C4,C9,C7;HJ,C3,C5,SQ;SA,SJ,SK,S9;DK,DJ,H10,DA;DQ,D9,H6,D8;D10,HA,H3,D7;D5,H8,H2,D6;D4,H7,S10,D3;S7,S3,S8,HQ;S4,S2,S6,H4;H9,H5,S5,D2"
1571829281,3,0,1,"CA,C2,C6,CJ;DK,D9,DA,D10;D8,D7,DQ,D3;D4,D2,DJ,SQ;HK,H10,D6,HJ;HQ,SK,D5,H7;S8,S7,SJ,SA;CK,CQ,HA,C9;C8,C10,H8,C5;C7,C4,H6,H4;S2,S4,S10,S6;H9,S3,S9,S5;H2,C3,H5,H3"
1571829281,3,22,1,"CJ,C7,C9,C2;DQ,DK,DJ,DA;D10,D7,D9,D8;D4,D5,D3,D6;C6,C5,C8,CA;H10,SQ,C4,CK;H8,HA,HJ,CQ;H6,H9,H7,C10;H4,H2,SK,C3;S5,SA,SJ,S9;S3,S10,S8,HK;S2,S6,S7,HQ;H3,S4,D2,H5"
1571829281,3,4,1,"CA,C8,C2,CJ;D9,DA,DJ,DQ;HK,DK,D7,D10;H9,D6,D4,D8;H8,D5,HA,D2;CK,D3,HQ,SQ;C6,C3,CQ,C9;C4,H5,C10,C7;S10,H4,C5,HJ;S8,S9,SA,S5;S7,S6,SK,H10;S3,S4,SJ,H7;S2,H3,H2,H6"
1571829281,3,23,1,"C2,C6,CA,C10;D5,DK,D10,DA;D4,DQ,D3,DJ;C9,C5,CK,C3;C8,C4,CQ,HK;C7,H8,CJ,H5;SJ,S10,S6,S7;D2,H7,SQ,D9;HJ,H4,HA,D8;SA,H3,HQ,D7;S9,H2,H10,D6;S8,S5,H9,SK;S2,S3,H6,S4"
1571829281,3,4,1,"CA,CQ,C2,C8;D9,DQ,D10,DA;D7,DJ,D6,DK;D4,D8,D5,D2;CJ,C10,CK,C6;C4,C9,C5,H10;HJ,C7,SQ,H7;H5,C3,H8,H4;SA,S2,S10,SJ;D3,HA,H6,S9;SK,HK,S6,S8;S5,HQ,S3,S7;H3,H9,H2,S4"
1571829281,3,0,1,"C2,CA,C10,CJ;DQ,DK,DA,D8;D7,D9,DJ,D4;D5,D6,D10,HQ;CK,C9,C8,C7;D2,D3,HA,H4;S6,S2,S8,SJ;SA,SQ,S4,S10;CQ,HJ,C5,H3;C6,H10,C4,S9;H9,H7,HK,S7;H8,H6,C3,S5;H5,SK,H2,S3"
1571829281,3,0,1,"C7,CA,C2,C10;DQ,DA,DJ,D9;D6,DK,D8,D5;D4,D10,D2,D3;HQ,D7,SQ,H9;C6,CK,CQ,H2;HJ,CJ,C9,SA;H8,C8,C5,S10;H7,C3,C4,S8;S9,S6,SK,S7;S5,HA,SJ,S4;H6,H10,HK,S3;H5,H4,H3,S2"
1571829281,3,19,1,"C2,C10,CA,CQ;DA,DQ,D6,D10;DK,DJ,D5,D9;CK,C8,CJ,C3;C9,C7,C5,H9;C6,HK,C4,H7;S10,SJ,S6,S8;HA,D2,D4,D8;H8,HQ,SQ,D7;H3,H10,HJ,D3;SK,S3,S5,SA;S9,H6,S2,S7;S4,H5,H2,H4"
1571829281,3,4,1,"C9,CA,C2,CQ;DK,D8,D7,DA;DJ,HA,D6,DQ;D10,H10,D2,D5;D9,H9,HK,D4;D3,H8,H6,HQ;C6,CK,CJ,C5;SQ,C10,C8,C3;SJ,SK,S8,SA;S5,S10,S3,S6;S2,S9,H3,S4;H4,S7,C7,HJ;H2,H5,C4,H7"
1571829281,3,2,1,"C9,C2,CK,CQ;SQ,DJ,DA,D2;H8,D10,DK,HK;H6,D9,DQ,HQ;H3,D7,D8,H10;H2,D5,D6,H9;SA,HA,D4,H7;C8,CA,D3,H5;C6,C5,C10,CJ;S8,SJ,C4,C7;S6,S9,S2,SK;S5,S7,HJ,S10;S3,S4,C3,H4"
1571829281,3,3,1,"C10,C8,CK,C2;DK,DA,D10,D7;D9,DQ,D6,D4;D8,DJ,SQ,HK;D5,D3,H10,H6;D2,HQ,H9,H5;C9,C5,CQ,CA;HA,C4,C6,CJ;H2,HJ,C3,C7;SJ,S7,SK,SA;S10,S4,S5,S6;S9,S3,H8,S2;S8,H4,H7,H3"
1571829281,3,4,1,"C2,CK,C7,CA;D7,DA,DJ,DK;D5,D10,D6,DQ;D4,D9,HQ,D3;SQ,D8,H8,HJ;HA,D2,H7,H10;CJ,C10,C5,CQ;C4,HK,SK,C9;C3,H6,S10,C8;H9,H2,S9,C6;S4,SA,S5,S8;H5,SJ,S3,S6;H4,S7,S2,H3"
1571829281,3,26,1,"CA,CJ,C2,C8;DJ,D9,DK,DA;D8,D4,DQ,D10;D2,D3,D7,D6;CQ,C10,CK,C3;C9,C5,C7,HJ;C6,SQ,HQ,H4;C4,HA,H10,SA;SK,S4,S10,SJ;S9,S3,S7,S8;HK,H8,H5,S6;H9,H7,H3,D5;H6,S2,H2,S5"
1571829281,3,14,1,"C5,CJ,C2,CA;D10,DK,DJ,DA;D8,D6,D9,DQ;D7,D4,D2,D3;D5,H10,HK,HJ;SJ,S10,S8,S9;S7,S6,S3,S5;S4,SK,SA,S2;SQ,C9,CQ,CK;HA,C8,C7,C10;HQ,C3,C6,C4;H7,H6,H9,H8;H5,H4,H2,H3"
1571829281,3,1,1,"CK,C2,C10,CA;D7,DA,D8,DK;D6,DJ,HQ,DQ;D5,D10,H8,D3;D4,D9,H7,D2;S9,SJ,S8,S7;S6,S10,S3,S5;S4,SK,H6,SQ;H9,SA,H3,S2;CQ,HA,H2,H10;C9,HK,C8,H5;C7,HJ,C4,CJ;C5,H4,C3,C6"
1571829281,3,3,1,"CA,CK,C2,C9;DA,DK,DJ,D10;DQ,D8,D7,D9;CQ,CJ,C10,C8;C6,C7,C5,C4;HA,D3,D5,D6;H7,HQ,D2,D4;S10,S5,SJ,S7;S8,S2,S9,SA;H6,H9,HK,HJ;S4,H4,S6,H10;S3,H2,SQ,H5;SK,C3,H8,H3"
1571829281,3,0,1,"C9,CK,C2,CA;DQ,DA,DK,D8;C6,CQ,C10,CJ;C5,C8,C7,HK;SQ,C3,C4,H7;DJ,HJ,D10,D7;D9,H10,D5,H5;D6,H9,D3,SJ;D4,H4,D2,S10;S4,SA,SK,S6;HA,S9,S7,S5;HQ,S8,H8,S3;H3,H2,H6,S2"
1571829281,3,2,1,"C2,C9,CK,CA;D3,DK,DA,DJ;SQ,D8,DQ,D10;H9,HA,D7,D9;H4,HQ,D6,D4;SA,H8,D5,HJ;SK,H7,D2,H10;C10,C3,CJ,CQ;C8,H3,C5,C6;C7,H2,C4,H6;S9,SJ,S10,S8;S6,S3,S5,S7;S4,S2,HK,H5"
1571829281,3,19,1,"C9,C2,CJ,CK;DA,D8,DK,DQ;D4,D7,D9,DJ;SQ,D2,D5,D10;HK,HA,H9,D6;HQ,HJ,H4,D3;C7,CA,C10,C4;C6,CQ,C8,H10;SA,S8,SK,SJ;C5,H8,H3,H7;C3,S5,H2,S10;H6,S3,S6,S9;H5,S2,S4,S7"
1571829281,3,15,1,"C2,C10,CA,CK;D5,DK,DQ,DA;D2,DJ,D9,D8;HK,D10,D6,D4;H8,D7,HJ,HA;H7,D3,H10,HQ;CQ,C8,C5,CJ;C7,C6,C4,C9;H4,SQ,H5,C3;S10,SA,SJ,SK;S9,H9,S4,H6;S7,H3,S3,S8;S5,H2,S2,S6"
1571829281,3,5,1,"CA,CQ,CJ,C2;DK,DA,D7,DQ;DJ,D9,HK,D10;D5,D8,HJ,D6;CK,C8,C3,C10;D4,SQ,H8,D3;C4,C6,H7,C9;HA,HQ,H2,D2;H6,C5,SA,C7;SK,S7,SJ,S10;S8,S5,S9,H5;S6,H10,S4,H4;S2,H9,S3,H3"
1571829281,3,23,1,"CQ,C2,CK,CA;DK,D9,DA,DQ;C10,C9,CJ,H10;C6,C8,C5,H9;D4,D6,HA,DJ;D3,D2,HQ,D10;HK,SQ,SA,D8;HJ,H7,SK,D7;H8,H6,SJ,D5;S4,S10,S9,S8;C4,C7,S6,H5;C3,H3,S5,H4;S2,H2,S3,S7"
1571829281,3,0,1,"CQ,C2,CK,CJ;D9,DA,DQ,DK;D6,DJ,D8,D7;D5,D10,D3,HA;D4,D2,SQ,HJ;C8,CA,C9,C10;H9,C7,C5,C4;H7,C6,HQ,H6;H4,C3,H10,H5;SJ,SK,S10,SA;S9,HK,S7,S5;S8,H3,S3,S4;S6,H2,H8,S2"
1571829281,3,11,1,"C2,C10,CQ,CA;DQ,DK,DA,DJ;D7,D6,D10,D9;D4,HA,D8,D5;D2,HQ,D3,SQ;CJ,HJ,C9,CK;SJ,S8,S10,SA;H9,S6,S5,SK;H4,S3,S4,S9;C6,S2,H7,S7;C5,H10,H2,HK;C4,H5,C8,H8;C3,H3,C7,H6"
1571829281,3,18,1,"CQ,CA,C2,CJ;DA,D10,HQ,DK;D7,D9,H7,DQ;D5,D6,H6,DJ;D4,D3,H5,D8;SQ,HK,CK,D2;C10,H10,C7,C9;C6,H9,C5,C8;HA,H8,C4,C3;SA,S10,SK,S7;S6,S8,SJ,S5;H4,S3,S9,S2;H3,H2,S4,HJ"
1571829281,3,0,1,"C2,CA,CJ,C6;DA,DQ,DK,D5;CK,CQ,C8,C3;C10,HA,SQ,HJ;C9,HK,H7,H10;C7,HQ,H2,H9;C5,SA,D9,H6;C4,SK,D8,H4;SJ,S4,S8,S10;S5,S2,S7,S9;H8,DJ,D7,D4;H5,D10,D3,D2;S3,D6,S6,H3"
1571829281,3,6,1,"C2,CQ,CJ,CK;D9,DK,DA,DJ;SQ,DQ,D7,D10;HK,D6,D3,D8;H8,HA,D2,D5;H6,HQ,H9,D4;CA,C10,C7,C8;C4,C9,C5,C6;SA,SJ,S9,SK;S10,S2,S7,S8;H4,HJ,S6,H10;H3,H7,S4,S5;H2,H5,C3,S3"
1571829281,3,0,1,"C2,CA,CQ,C10;D6,DA,DQ,D9;D3,DK,D10,D8;HK,DJ,D7,D5;HJ,D2,D4,H8;CK,C3,CJ,C7;C9,HA,C8,C5;C6,H3,SQ,C4;S9,SA,S10,S8;S4,SK,S7,S6;H10,SJ,HQ,S5;H6,S3,H9,H5;H4,S2,H7,H2"
1571829281,3,0,1,"CK,C2,CA,CQ;DQ,D8,DK,DA;DJ,D4,D10,D9;D2,HA,D7,HQ;H8,HK,D6,HJ;H5,H9,D5,H10;H4,H7,D3,H3;C8,C10,C9,CJ;SA,C6,C5,C7;SK,C4,SQ,C3;SJ,S9,S4,S8;S10,S3,S2,S7;S6,H2,H6,S5"
1571829281,3,0,1,"C9,CK,CA,C2;DA,D10,DJ,DK;DQ,D5,D2,D8;D9,D3,SQ,H5;D7,HA,H9,H4;D6,HK,H6,H2;D4,H8,SK,SA;S10,SJ,S9,S5;HQ,CJ,CQ,C8;HJ,C3,C10,C6;H10,H7,C7,C5;S7,S8,S3,S4;H3,S6,S2,C4"
1571829281,3,1,1,"C2,CA,C9,CK;D5,DA,DQ,DK;D2,D10,DJ,D9;HJ,D7,D3,D8;CJ,CQ,C5,C8;H9,D6,SQ,HA;SK,D4,H8,HK;S10,SJ,SA,S3;S5,S7,S9,H10;S2,S6,S8,H6;C10,HQ,S4,H2;C7,H7,H4,C6;C4,H5,H3,C3"
1571829281,3,18,1,"CJ,C9,C8,C2;D10,DJ,DK,DA;C10,HQ,C6,CA;C3,H9,C5,CK;SQ,H8,C4,CQ;SA,H4,HA,C7;SK,S10,SJ,S4;D9,D8,DQ,H10;D6,D5,D7,H7;S6,S9,S7,S3;D4,D2,HK,H6;D3,H3,HJ,H5;S2,S8,S5,H2"
1571829281,3,9,1,"CK,C2,CJ,CA;CQ,C6,C8,C10;DK,DA,D10,HQ;DQ,DJ,D7,H8;D9,D8,D4,H4;D5,D6,D3,H2;S7,SQ,S9,SJ;HJ,SK,S6,SA;H9,HA,S3,S10;H7,H10,HK,S8;C9,H6,C5,S5;C7,H5,C4,S4;D2,H3,C3,S2"
1571829281,3,0,1,"C3,C2,CA,CK;D9,DQ,DJ,DA;D8,D7,D10,DK;D2,D5,D4,D6;SQ,C8,CQ,C9;HK,HJ,D3,H10;H5,C5,CJ,C7;H3,C4,C10,C6;S10,SA,S8,SK;S7,SJ,S6,S9;S4,S5,S2,H7;H2,H9,HA,H6;S3,H8,HQ,H4"
1571829281,3,0,1,"CA,CK,C2,D8;DA,D7,DQ,D6;DK,D5,D9,D4;DJ,D2,HA,D3;D10,SQ,H10,HK;C10,C9,CQ,HQ;C4,C8,CJ,HJ;H7,H9,C7,H4;H6,H8,C6,H3;SA,H5,C5,H2;SK,S9,C3,S10;S7,S8,SJ,S6;S4,S3,S5,S2"
1571829281,3,26,1,"CK,C8,C2,CA;D6,DJ,DA,DK;HA,D7,DQ,D9;H5,HK,D10,D5;SA,HQ,D8,D2;CQ,H10,D4,HJ;C10,H8,D3,H7;S10,S9,SJ,S5;S7,S8,SQ,S3;S6,S4,SK,S2;C9,H6,H9,CJ;C5,H2,H4,C7;C3,C4,H3,C6"
1571829281,3,23,1,"CK,C10,CA,C2;D8,D9,DQ,DA;D5,D7,DJ,DK;D3,D6,HK,D10;HJ,SQ,HQ,D4;H7,H2,H10,D2;CJ,C9,C7,CQ;C8,C5,H9,C6;C3,SJ,H8,C4;SA,S9,S5,S7;SK,S8,S2,S3;S10,S6,H4,HA;H5,S4,H3,H6"
1571829281,3,17,1,"CK,CQ,C2,CA;D4,D8,DA,DK;HA,D7,D10,DQ;HQ,D6,D9,DJ;H8,SQ,D3,D5;C8,CJ,C10,C9;C6,C5,C7,C3;H7,H9,D2,H10;SK,S7,SJ,SA;S10,S6,S8,S9;S3,S4,HK,S5;H5,C4,HJ,H6;H2,S2,H4,H3"
1571829281,3,0,1,"CA,CQ,C2,C9;DQ,DK,DJ,DA;D2,D9,D10,D7;HK,D6,D8,D5;H8,D3,D4,SQ;H6,C10,CK,C7;H5,C5,CJ,C6;H4,C4,C8,C3;SK,SA,S8,S10;SJ,HA,HJ,HQ;S9,H10,H7,H2;S6,H9,S7,S5;S3,H3,S2,S4"
1571829281,3,21,1,"CK,C2,CQ,CA;DA,DQ,HA,DK;D7,DJ,HK,D10;D5,D9,HQ,D8;D3,D2,CJ,D6;H10,SQ,S9,D4;C10,C6,C7,C8;C9,C3,C4,C5;SK,SA,S8,HJ;SJ,S10,S5,H9;H5,H4,S4,H8;H3,S7,S3,H7;H2,S6,S2,H6"
1571829281,3,16,1,"C9,CA,C2,CQ;DQ,DK,DA,DJ;D7,D6,D8,D10;SQ,D4,D5,D9;HK,HQ,D3,D2;C4,C6,CK,C8;C3,H10,CJ,C5;H3,H8,C10,HA;SJ,H4,C7,HJ;S8,SA,S6,S10;S7,SK,S5,H9;S4,S9,S2,H7;S3,H2,H5,H6"
1571829281,3,2,1,"C2,CQ,C8,CA;DJ,D6,DQ,DA;D10,HA,D5,DK;D9,HK,D4,D7;D8,H10,SQ,H8;D3,H7,HJ,H6;D2,H5,H2,CK;C5,C10,C6,CJ;HQ,C7,C4,C9;SK,SA,S9,SJ;S7,S5,S8,S10;H9,S4,S6,S3;H3,H4,C3,S2"
1571829281,3,0,1,"C2,C10,CA,CQ;D10,DA,DK,D7;D3,DJ,DQ,D2;HA,D8,D9,SQ;CK,HK,C6,C7;CJ,HJ,C5,C3;C9,H10,C4,H7;C8,H2,HQ,H5;SJ,SK,SA,S9;S6,S5,S10,S8;H8,D6,S7,S3;H6,D5,S4,S2;H3,D4,H9,H4"
1571829281,3,26,1,"CQ,CJ,C2,CK;DA,DJ,DQ,D6;DK,D5,D10,D3;D8,D2,D9,SQ;C7,C8,CA,C10;S8,S7,SA,SK;S3,S6,SJ,HA;H10,S5,S10,H9;H2,HK,S9,H5;D7,HJ,S4,H3;C6,H8,S2,C9;D4,H7,HQ,C5;C4,H4,H6,C3"
1571829281,3,0,1,"CA,CQ,C2,C9;DA,D9,D8,D10;DK,D6,D4,H10;DQ,SQ,D3,H7;DJ,H9,HA,H4;D7,H8,HQ,SA;D5,H6,H5,SJ;D2,H3,CK,S10;C3,CJ,C10,C7;HK,C8,C4,C6;S7,SK,S9,S4;S5,S2,S8,S3;HJ,H2,S6,C5"
1571829281,3,26,1,"C2,C9,C7,CA;DA,DK,D7,D9;DJ,DQ,D4,D5;D10,D6,D2,D3;D8,HK,H8,HQ;CK,C6,C5,CQ;CJ,C4,H6,C8;C10,C3,H4,H9;SQ,S10,S7,SJ;HA,H5,SA,H2;HJ,H3,SK,S9;H10,S6,S4,S8;H7,S2,S3,S5"
1571829281,3,24,1,"CK,CJ,CA,C2;DQ,D8,DK,DA;D2,D4,D9,DJ;H10,H9,D6,D10;H8,H7,SQ,D7;H2,H6,HA,D5;SA,S9,HK,D3;C10,C6,HQ,CQ;C8,C3,HJ,C9;C7,S8,H5,C5;C4,S6,H4,SJ;SK,S4,S7,S10;S3,S2,H3,S5"
1571829281,3,7,1,"CQ,CA,C8,C2;DJ,D10,DA,DQ;D2,D9,DK,D6;SQ,HK,D8,D5;HA,H7,D7,D4;C10,CK,C4,CJ;C9,C5,H10,C7;C6,C3,H9,HJ;SJ,S10,SA,SK;S8,S5,S9,S7;HQ,S3,S4,S6;H6,H4,H8,D3;H2,H3,H5,S2"
1571829281,3,3,1,"CK,CA,C7,C2;DQ,DJ,DA,D9;D7,D4,DK,SQ;D6,D3,D10,HA;D5,HJ,D8,HK;H3,H7,D2,H10;C10,C9,C5,CQ;C8,C6,HQ,CJ;C3,H6,H9,C4;SA,SK,S9,SJ;S7,S10,S6,S5;S3,S8,H5,S2;H2,S4,H4,H8"
1571829281,3,1,1,"CA,C2,CK,C10;D4,DQ,DA,DJ;SQ,D7,DK,D10;HJ,D3,D8,D9;H10,H8,D6,D5;H6,H5,D2,HA;SK,SJ,SA,S5;S10,S8,S4,HK;CJ,CQ,HQ,C9;C7,C8,H9,C5;S9,C6,H7,C4;S6,S7,S2,H3;S3,H2,H4,C3"
1571829281,3,0,1,"CQ,C7,CA,C2;DK,DA,D7,DJ;D5,DQ,SQ,D9;D4,D10,HQ,D6;H10,D8,H7,D2;H8,D3,H4,HA;CJ,C4,CK,C10;C5,C3,C9,C6;H6,HK,C8,H3;SK,S9,SJ,SA;S10,HJ,S8,S7;S2,H9,S6,S4;H2,H5,S5,S3"
1571829281,3,14,1,"C9,CJ,C2,CA;D9,DA,DQ,DK;HA,D8,DJ,D4;HQ,D6,D10,HK;H5,H8,D7,HJ;SA,H7,D5,H10;SK,H4,D3,H9;S10,H2,D2,H3;C6,C10,C4,CK;S8,C8,SQ,CQ;S4,C5,H6,C7;S3,S7,SJ,C3;S2,S6,S5,S9"
1571829281,3,1,1,"CA,C7,CJ,C2;D9,DK,DQ,DA;D5,D10,DJ,D8;H7,D3,D7,SQ;H6,HQ,D6,HA;H3,H8,D4,HJ;H2,SA,D2,H10;CQ,C4,C3,CK;C9,SJ,HK,C10;C8,S8,H9,C6;C5,S4,H4,H5;S7,S3,S9,SK;S5,S2,S6,S10"
1571829281,3,0,1,"C10,CK,C2,CA;D10,DQ,DA,DK;D8,D6,D9,DJ;D7,D3,H7,D2;D5,HQ,CJ,HA;D4,HJ,S10,HK;C7,CQ,C9,C4;C5,C3,C8,H8;SQ,H10,C6,H6;SK,SJ,S5,SA;S8,S9,S4,S7;H9,S6,S3,H4;H5,H3,S2,H2"
1571829281,3,21,1,"C9,C2,CA,C5;DK,D9,D8,DA;D10,D7,D2,DQ;HA,D6,SQ,DJ;HQ,D3,HK,D5;H10,CK,HJ,D4;H7,CQ,CJ,C4;H6,C8,C10,H9;SJ,S10,SK,SA;S3,S6,S8,S9;S2,C7,S5,S7;H4,C6,H5,H8;H3,C3,S4,H2"
1571829281,3,1,1,"C10,CK,C2,CJ;DQ,D7,D10,DA;D3,D5,D9,DK;HK,D2,D8,DJ;H9,H10,D6,D4;C9,CQ,CA,C8;S8,SJ,S9,S6;C7,C6,SQ,C4;SK,S10,S7,SA;S5,H8,HQ,S4;S3,H7,HJ,HA;S2,C5,H5,H3;H6,C3,H4,H2"
1571829281,3,2,1,"CA,C3,C2,CK;DA,DK,DQ,D9;DJ,D8,D10,HK;D7,D5,D3,H10;D6,SQ,HQ,H5;D4,H9,HJ,H4;D2,H8,H3,SA;C8,H7,CQ,C10;C4,H6,CJ,C9;HA,SJ,C5,C7;H2,S8,SK,C6;S9,S7,S6,S10;S5,S2,S4,S3"
1571829281,3,1,1,"C2,CK,CA,CJ;DA,DK,DQ,HA;D5,D9,DJ,HK;H10,D7,D10,H8;H7,D3,D8,H6;H5,D2,D6,H4;SA,H9,D4,H3;CQ,C10,C8,C3;C7,C9,SQ,SJ;C6,C4,HQ,S10;C5,S9,HJ,S8;SK,S5,S6,S7;S3,S2,H2,S4"
1571829281,3,0,1,"C2,CA,CK,CJ;DQ,DK,DA,DJ;D10,D8,D9,D7;D2,D5,D6,D4;HA,SQ,D3,HJ;HK,CQ,C6,C9;HQ,C10,C4,C7;H9,C8,H8,C5;SA,SJ,S7,S9;SK,S6,S3,H10;S10,S5,H6,H7;S8,S4,H5,H2;S2,H3,H4,C3"
1571829281,3,8,1,"CK,C8,CQ,C2;D7,DK,DA,DQ;D5,DJ,D6,D8;H9,D10,D3,D4;H8,D9,HA,D2;SJ,S10,S4,S9;C9,H10,C10,CA;C7,H7,C4,CJ;S5,S7,HK,S8;S3,S2,HQ,S6;H6,SA,HJ,SQ;C6,H3,H4,H5;C5,H2,C3,SK"
1571829281,3,21,1,"CQ,C2,CA,C7;D9,DQ,DA,DK;C9,CK,CJ,H9;D6,DJ,HA,D8;D5,D10,HK,D7;C5,C10,C8,H8;C4,C6,C3,H7;S9,S10,SJ,S5;S7,S8,S2,S3;S6,SQ,HQ,SA;H6,HJ,H10,D4;H3,H2,H5,D3;S4,SK,H4,D2"
1571829281,3,0,1,"C2,CK,C4,C10;DA,D10,DK,D8;D7,D3,DQ,D6;D4,H7,DJ,D5;HA,H6,D9,D2;CA,CQ,C3,C9;CJ,C7,HK,C8;S6,S10,S9,SJ;SA,S7,S8,S5;HQ,C6,HJ,H9;H10,C5,H5,H8;H4,S4,H2,SQ;H3,S2,S3,SK"
1571829281,3,0,1,"C4,CQ,CA,C2;DQ,D8,DK,DA;D7,D5,D10,DJ;D6,D3,D4,D9;HK,C10,CK,CJ;HJ,H4,D2,SQ;H8,C9,C6,C7;H7,C8,C5,HA;SK,SA,S3,S10;S9,SJ,HQ,S7;S8,S6,H9,H10;S4,S5,H6,H5;H3,S2,C3,H2"
1571829281,3,0,1,"CQ,CA,CK,C2;D10,DA,DJ,DK;D7,D4,D9,DQ;D5,D2,D8,D6;C8,CJ,C9,C10;C6,C7,C4,C3;S10,SJ,S5,S7;S9,SQ,SA,S6;H3,HA,HQ,H9;S8,SK,H7,S4;C5,HK,H6,H8;D3,HJ,H5,H4;S2,H10,H2,S3"
1571829281,3,2,1,"C8,CK,C2,CQ;DK,DQ,D7,DA;D10,DJ,D5,D8;D9,D3,HK,D6;C5,C7,CA,C10;C3,C4,CJ,HA;SQ,H2,C9,HQ;H10,SK,C6,HJ;S4,S10,SJ,SA;H9,D2,H8,D4;H6,S8,S9,S3;H5,S6,S7,H7;H3,S2,S5,H4"
1571829281,3,0,1,"C2,C10,CA,CJ;D6,DA,DJ,DK;D5,DQ,H9,D8;D3,D10,H2,D4;SQ,D9,SA,D2;HA,D7,CK,HJ;C6,C3,CQ,C9;H10,HK,C8,C5;H7,HQ,C7,H8;H6,H4,C4,H5;S9,S10,S7,SK;S2,S8,S6,SJ;H3,S3,S5,S4"
1571829281,3,3,1,"C2,CQ,CK,CA;D8,D9,DJ,DA;D2,D5,D10,DK;HK,D4,D7,DQ;C10,C4,C7,CJ;C9,SQ,C6,C8;SJ,SK,S10,SA;HJ,HA,C3,C5;S8,S6,S7,S9;S3,H10,S5,S2;H9,D3,D6,HQ;H4,H8,S4,H7;H2,H5,H6,H3"
1571829281,3,8,1,"C10,CA,C2,CK;DQ,DK,D10,DA;DJ,D6,D9,D7;D4,D5,D8,D3;C9,C8,CQ,SQ;C7,C4,CJ,HA;C6,H9,C5,HK;S8,SJ,HQ,SA;H8,S10,HJ,D2;S4,S9,H10,SK;H6,S6,H7,S7;H5,S3,H2,S5;H4,S2,C3,H3"
1571829281,3,3,1,"C10,C2,C8,CK;D10,D9,DA,DQ;D7,D8,DK,D2;SQ,D6,DJ,HJ;H9,HA,D5,H10;H4,HK,D4,H3;S9,H6,D3,SK;C5,CA,C7,CQ;C4,C6,HQ,CJ;C3,H5,H8,C9;S6,SJ,SA,S7;S5,S8,S10,S4;S3,H2,H7,S2"
1571829281,3,0,1,"C2,CA,C8,C7;DK,D7,DJ,DA;DQ,D6,D8,D9;D10,D5,D3,D4;CJ,CK,C4,C5;C9,CQ,HA,C3;C6,C10,HJ,HK;S4,S5,S8,SJ;SQ,S3,S7,S10;H10,HQ,H7,SK;H9,H8,H3,S9;H6,H5,SA,S6;H2,H4,D2,S2"
1571829281,3,26,1,"C2,CQ,CJ,CA;D9,DQ,DK,DA;D8,D10,D7,DJ;D6,SQ,D5,D4;SA,S7,S10,SK;SJ,S4,H8,S6;S9,S3,H6,HJ;S8,S2,H3,H9;S5,HA,H2,CK;HK,HQ,C10,C6;H10,H5,C8,C4;H7,C9,C7,D3;H4,C5,C3,D2"
